Timestamp,Price
2026-02-27 20:55:09,93.3
2026-02-27 22:56:00,102.75
2026-02-27 23:57:00,101.7
2026-02-28 00:36:22,101.7
2026-02-28 01:39:47,101.7
2026-02-28 02:27:31,101.0
2026-02-28 03:30:37,101.0
2026-02-28 04:26:52,101.0
2026-02-28 05:23:53,101.0
2026-02-28 06:20:27,101.0
2026-02-28 07:47:16,101.0
2026-02-28 08:36:42,101.0
2026-02-28 09:23:08,101.0
2026-02-28 10:23:26,101.0
2026-02-28 11:27:51,101.69
2026-02-28 12:20:56,101.69
2026-02-28 13:34:05,101.7
2026-02-28 14:20:58,101.7
2026-02-28 15:27:22,102.74
2026-02-28 16:21:13,102.74
2026-02-28 17:23:37,100.64
2026-02-28 18:22:22,100.64
2026-02-28 21:24:47,100.64
2026-02-28 23:54:08,99.6
2026-03-01 00:52:39,99.6
2026-03-01 01:48:10,99.6
2026-03-01 02:33:24,99.6
2026-03-01 03:32:22,99.59
2026-03-01 04:30:48,99.59
2026-03-01 05:26:33,99.59
2026-03-01 06:20:37,99.59
2026-03-01 07:50:28,99.59
2026-03-01 08:39:22,99.59
2026-03-01 09:25:14,99.59
2026-03-01 10:24:21,97.5
2026-03-01 11:29:40,99.6
2026-03-01 12:22:42,99.6
2026-03-01 13:34:49,99.6
2026-03-01 14:23:02,100.65
2026-03-01 15:28:02,101.18
2026-03-01 16:24:03,97.5
2026-03-01 17:24:54,102.75
2026-03-01 18:24:46,102.75
2026-03-01 21:08:45,107.99
2026-03-01 23:47:54,107.48
2026-03-02 00:53:14,107.48
2026-03-02 01:59:25,107.48
2026-03-02 02:52:59,108.0
2026-03-02 03:46:37,107.48
2026-03-02 04:51:49,107.48
2026-03-02 05:43:46,107.48
2026-03-02 06:32:26,107.48
2026-03-02 08:00:07,107.48
2026-03-02 09:05:07,97.5
2026-03-02 10:42:13,97.5
2026-03-02 11:51:20,107.48
2026-03-02 12:44:38,100.65
2026-03-02 13:51:09,100.65
2026-03-02 14:37:38,106.95
2026-03-02 15:38:42,106.95
2026-03-02 16:34:47,102.75
2026-03-02 17:27:20,102.75
2026-03-02 18:27:33,102.75
2026-03-02 21:10:06,107.48
2026-03-02 23:46:42,107.48
2026-03-03 00:50:30,107.48
2026-03-03 01:53:59,107.48
2026-03-03 02:42:47,107.48
2026-03-03 03:41:48,107.48
2026-03-03 04:42:32,107.48
2026-03-03 05:39:56,107.48
2026-03-03 06:33:01,107.48
2026-03-03 07:59:17,107.48
2026-03-03 09:03:14,107.48
2026-03-03 10:47:33,107.48
2026-03-03 11:50:48,107.48
2026-03-03 12:43:45,107.48
2026-03-03 14:39:47,107.48
2026-03-03 15:33:41,107.48
2026-03-03 16:34:52,104.85
2026-03-03 17:30:11,102.75
2026-03-03 18:28:46,107.9
2026-03-03 21:03:56,107.99
2026-03-03 23:40:36,108.0
2026-03-04 00:43:19,108.0
2026-03-04 01:49:51,107.5
2026-03-04 02:38:20,107.5
2026-03-04 03:40:01,106.95
2026-03-04 04:41:13,106.95
2026-03-04 05:37:28,106.95
2026-03-04 06:30:43,106.95
2026-03-04 07:57:56,106.95
2026-03-04 09:01:18,106.95
2026-03-04 10:41:36,106.95
2026-03-04 11:44:55,107.48
2026-03-04 12:39:22,107.48
2026-03-04 13:52:51,107.99
2026-03-04 14:38:50,108.0
2026-03-04 15:33:07,102.75
2026-03-04 16:35:34,108.0
2026-03-04 17:32:06,108.0
2026-03-04 18:30:38,108.0
2026-03-04 21:07:10,106.95
2026-03-04 23:45:14,108.0
2026-03-05 00:48:42,108.0
2026-03-05 01:53:54,108.0
2026-03-05 02:42:47,108.0
2026-03-05 03:42:34,108.0
2026-03-05 04:43:48,108.0
2026-03-05 05:39:42,108.0
2026-03-05 06:34:28,108.0
2026-03-05 08:01:52,108.0
2026-03-05 09:44:55,108.0
2026-03-05 10:51:53,108.0
2026-03-05 13:04:55,102.75
2026-03-05 14:52:20,107.99
2026-03-05 15:37:58,102.75
2026-03-05 16:36:16,107.99
2026-03-05 17:32:32,107.99
2026-03-05 18:51:13,108.0
2026-03-05 21:06:36,110.1
2026-03-05 23:42:37,118.5
2026-03-06 00:45:30,117.45
2026-03-06 01:51:53,117.45
2026-03-06 02:38:53,117.45
2026-03-06 03:38:46,117.45
2026-03-06 04:39:17,117.45
2026-03-06 05:35:24,117.45
2026-03-06 06:29:31,117.44
2026-03-06 07:57:35,117.44
2026-03-06 08:58:08,117.45
2026-03-06 09:46:05,117.45
2026-03-06 10:37:58,117.45
2026-03-06 11:41:57,129.0
2026-03-06 12:35:35,123.75
2026-03-06 13:47:19,118.5
2026-03-06 14:34:28,106.95
2026-03-06 15:32:53,123.75
2026-03-06 16:30:06,123.75
2026-03-06 17:29:26,115.35
